img_path,easyocr_ocr,tesseract_ocr,doctr_ocr
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\7\lidl_2638436_7_33405.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\7\lidl_2638436_7_33408.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\7\lidl_2638436_7_33410.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\10\lidl_2638436_10_33163.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\12\lidl_2638436_12_33172.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\14\lidl_2638436_14_33174.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\15\lidl_2638436_15_33180.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\15\lidl_2638436_15_33183.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\15\lidl_2638436_15_33186.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\15\lidl_2638436_15_33187.png,"(np.float64(0.0), np.float64(1.0))","(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\16\lidl_2638436_16_33190.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\16\lidl_2638436_16_33191.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\16\lidl_2638436_16_33201.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\17\lidl_2638436_17_33204.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\17\lidl_2638436_17_33210.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\18\lidl_2638436_18_33213.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\56\lidl_2638436_56_33392.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\42\lidl_2638436_42_33315.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\36\lidl_2638436_36_33280.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\23\lidl_2638436_23_33246.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\19\lidl_2638436_19_33215.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\metro\2492948\5\metro_2492948_5_7237.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\metro\2492948\20\metro_2492948_20_7120.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\metro\2492948\20\metro_2492948_20_7121.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\metro\2492948\20\metro_2492948_20_7122.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\metro\2492948\14\metro_2492948_14_7067.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\metro\2492948\14\metro_2492948_14_7068.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\metro\2492948\14\metro_2492948_14_7071.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\metro\2492948\14\metro_2492948_14_7073.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\metro\2492948\14\metro_2492948_14_7074.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\1\nahkauf_2450246_1_2205.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\1\nahkauf_2450246_1_2206.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\1\nahkauf_2450246_1_2207.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\2\nahkauf_2450246_2_2208.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\2\nahkauf_2450246_2_2209.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\2\nahkauf_2450246_2_2210.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\2\nahkauf_2450246_2_2211.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\2\nahkauf_2450246_2_2212.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\2\nahkauf_2450246_2_2213.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\2\nahkauf_2450246_2_2214.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\2\nahkauf_2450246_2_2215.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\2\nahkauf_2450246_2_2217.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\3\nahkauf_2450246_3_2218.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\3\nahkauf_2450246_3_2220.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\3\nahkauf_2450246_3_2221.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\3\nahkauf_2450246_3_2224.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\6\nahkauf_2450246_6_2231.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\6\nahkauf_2450246_6_2233.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\6\nahkauf_2450246_6_2234.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\6\nahkauf_2450246_6_2236.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\6\nahkauf_2450246_6_2237.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\6\nahkauf_2450246_6_2238.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\7\nahkauf_2450246_7_2240.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\7\nahkauf_2450246_7_2241.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\nahkauf\2450246\7\nahkauf_2450246_7_2242.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\norma\2465388\6\norma_2465388_6_4646.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\norma\2465388\6\norma_2465388_6_4649.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\norma\2465388\6\norma_2465388_6_4650.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\norma\2465388\6\norma_2465388_6_4653.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\norma\2465388\6\norma_2465388_6_4654.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\norma\2547782\15\norma_2547782_15_18776.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\norma\2547782\15\norma_2547782_15_18778.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\norma\2547782\15\norma_2547782_15_18779.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\norma\2547782\15\norma_2547782_15_18783.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\norma\2576344\6\norma_2576344_6_23677.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\norma\2576344\6\norma_2576344_6_23678.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\norma\2576344\6\norma_2576344_6_23679.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\norma\2594726\4\norma_2594726_4_25334.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\norma\2594726\4\norma_2594726_4_25335.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\norma\2594726\4\norma_2594726_4_25338.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\norma\2594726\4\norma_2594726_4_25339.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\norma\2594726\4\norma_2594726_4_25341.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\penny\2447156\1\penny_2447156_1_1303.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\penny\2447156\4\penny_2447156_4_1483.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\penny\2447156\4\penny_2447156_4_1484.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\penny\2447156\4\penny_2447156_4_1486.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\penny\2447156\4\penny_2447156_4_1487.png,"(np.float64(0.0), np.float64(1.0))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\penny\2447156\6\penny_2447156_6_1498.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\penny\2447156\6\penny_2447156_6_1499.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\penny\2447156\6\penny_2447156_6_1500.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\penny\2447156\6\penny_2447156_6_1501.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\penny\2447156\6\penny_2447156_6_1502.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\penny\2447156\7\penny_2447156_7_1503.png,"(np.float64(0.0), np.float64(1.0))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\penny\2447156\7\penny_2447156_7_1504.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\penny\2447156\7\penny_2447156_7_1506.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\penny\2447156\7\penny_2447156_7_1507.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\penny\2447156\7\penny_2447156_7_1508.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\penny\2447156\11\penny_2447156_11_1324.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\penny\2447156\11\penny_2447156_11_1327.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\10\rewe_2449057_10_1521.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\10\rewe_2449057_10_1522.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\10\rewe_2449057_10_1523.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\10\rewe_2449057_10_1527.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\11\rewe_2449057_11_1531.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\11\rewe_2449057_11_1532.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\11\rewe_2449057_11_1533.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\11\rewe_2449057_11_1534.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\11\rewe_2449057_11_1536.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\11\rewe_2449057_11_1537.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\11\rewe_2449057_11_1538.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\15\rewe_2449057_15_1558.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\15\rewe_2449057_15_1559.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\15\rewe_2449057_15_1560.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\15\rewe_2449057_15_1561.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\15\rewe_2449057_15_1564.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\18\rewe_2449057_18_1573.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\18\rewe_2449057_18_1577.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\18\rewe_2449057_18_1579.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rewe\2449057\21\rewe_2449057_21_1593.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rossmann\2449857\1\rossmann_2449857_1_1729.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rossmann\2449857\1\rossmann_2449857_1_1733.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rossmann\2449857\1\rossmann_2449857_1_1736.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rossmann\2449857\7\rossmann_2449857_7_1936.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rossmann\2449857\7\rossmann_2449857_7_1938.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rossmann\2449857\7\rossmann_2449857_7_1939.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\rossmann\2449857\7\rossmann_2449857_7_1941.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
